"ID","LabCode","C14Age","C14AgeError","MedianDate","Two-Sigma Range","Method","SiteName_jp","SiteName_en","Laitude","Longitude","Context","Prefecture","Region","PublicationYear","Reference","Notes","USED"
381,"PLD-25357",639,19,"1359 AD","1292AD-1325AD (0.409)|1353AD-1393AD (0.547)","AMS","前川遺跡","Maekawaiseki",40.629444,140.543888,"","Aomori","Tohoku",2014,"『日本の出土米I』田中克典・上條信彦　編、弘前大学人文学部部　北日本考古学研究センター","",TRUE
382,"PLD-25358",1893,18,"158 AD","84AD-96AD (0.053)|115AD-212AD (0.901)","AMS","橋原遺跡","Hashihara",36.0537661,138.0391061,"","Nagano","Chubu",2014,"『日本の出土米I』田中克典・上條信彦　編、弘前大学人文学部部　北日本考古学研究センター","",TRUE
383,"PLD-25359",1940,17,"87 AD","23AD-126AD (0.955)","AMS","榎田遺跡","Enokidaiseki",36.6198,138.2719,"","Nagano","Chubu",2014,"『日本の出土米I』田中克典・上條信彦　編、弘前大学人文学部部　北日本考古学研究センター","",TRUE
384,"PLD-25360",2125,18,"139 BC","339BC-326BC (0.039)|198BC-92BC (0.815)|77BC-54BC (0.106)","AMS","小塚遺跡","Kurokawakozukaiseki",36.205833,138.869444,"","Gunma","Kanto",2014,"『日本の出土米I』田中克典・上條信彦　編、弘前大学人文学部部　北日本考古学研究センター","",TRUE
385,"PLD-25361",292,16,"1551 AD","1521AD-1579AD (0.653)|1585AD-1586AD (0.004)|1622AD-1651AD (0.304)","AMS","行幸田西遺跡","Miyukidanishiiseki",36.482,138.999,"","Gunma","Kanto",2014,"『日本の出土米I』田中克典・上條信彦　編、弘前大学人文学部部　北日本考古学研究センター","",TRUE
386,"PLD-25362",2140,17,"170 BC","344BC-319BC (0.151)|202BC-100BC (0.778)|68BC-59BC (0.026)","AMS","平梨平遺跡","Hiranashidairaiseki",36.644,138.1759,"","Nagano","Chubu",2014,"『日本の出土米I』田中克典・上條信彦　編、弘前大学人文学部部　北日本考古学研究センター","",TRUE
387,"PLD-27262",2274,20,"365 BC","396BC-354BC (0.577)|285BC-230BC (0.369)|215BC-211BC (0.009)","AMS","板付遺跡","Itazukeiseki",33.563888,130.451944,"第１１号袋状竪穴","Fukuoka","Kyushu",2015,"『日本の出土米　II』田中克典・佐藤洋一郎・上條信彦　弘前大学人文学部部　北日本考古学研究センター　編、六一書房","",TRUE
388,"PLD-27263",879,20,"1185 AD","1053AD-1076AD (0.077)|1157AD-1219AD (0.885)","AMS","亀ケ岡遺跡","Kamegaokaiseki",40.88490014,140.3395593,"","Aomori","Tohoku",2015,"『日本の出土米　II』田中克典・佐藤洋一郎・上條信彦　弘前大学人文学部部　北日本考古学研究センター　編、六一書房","",TRUE
389,"PLD-27264",1989,20,"26 AD","41BC-9BC (0.23)|1BC-80AD (0.692)|99AD-109AD (0.033)","AMS","佐原泉遺跡","Saharaizumiiseki",35.24,139.671,"","Kanagawa","Kanto",2015,"『日本の出土米　II』田中克典・佐藤洋一郎・上條信彦　弘前大学人文学部部　北日本考古学研究センター　編、六一書房","",TRUE
390,"PLD-27265",625,20,"1352 AD","1299AD-1327AD (0.39)|1336AD-1395AD (0.568)","AMS","金沢柵阯","Kanazawanozakuato",39.37319,140.5775,"","Akita","Tohoku",2015,"『日本の出土米　II』田中克典・佐藤洋一郎・上條信彦　弘前大学人文学部部　北日本考古学研究センター　編、六一書房","",TRUE
391,"PLD-27266",2010,20,"3 BC","46BC-61AD (0.955)","AMS","天王山遺跡","Tennoyamaiseki",37.1281,140.2536,"","Fukushima","Tohoku",2015,"『日本の出土米　II』田中克典・佐藤洋一郎・上條信彦　弘前大学人文学部部　北日本考古学研究センター　編、六一書房","",TRUE
392,"PLD-27267",368,19,"1509 AD","1457AD-1523AD (0.566)|1562AD-1562AD (0.002)|1573AD-1629AD (0.388)","AMS","槻沢遺跡","Tsukinokizawaiseki",36.9031,139.98,"","Tochigi","Kanto",2015,"『日本の出土米　II』田中克典・佐藤洋一郎・上條信彦　弘前大学人文学部部　北日本考古学研究センター　編、六一書房","",TRUE
393,"PLD-27268",2014,19,"9 BC","48BC-31AD (0.861)|37AD-60AD (0.095)","AMS","唐古・鍵遺跡","Karako-Kagiiseki",34.573,135.7973194,"","Nara","Kansai",2015,"『日本の出土米　II』田中克典・佐藤洋一郎・上條信彦　弘前大学人文学部部　北日本考古学研究センター　編、六一書房","",TRUE
394,"PLD-27269",2165,20,"212 BC","353BC-284BC (0.449)|230BC-149BC (0.483)|133BC-116BC (0.023)","AMS","垂柳遺跡","Tareyanagiiseki",40.633583,140.5682,"","Aomori","Tohoku",2015,"『日本の出土米　II』田中克典・佐藤洋一郎・上條信彦　弘前大学人文学部部　北日本考古学研究センター　編、六一書房","",TRUE
395,"PLD-27270",1311,19,"721 AD","659AD-705AD (0.484)|739AD-773AD (0.473)","AMS","基肄城跡","Kiijoato",33.44339,130.5085,"","Saga","Kyushu",2015,"『日本の出土米　II』田中克典・佐藤洋一郎・上條信彦　弘前大学人文学部部　北日本考古学研究センター　編、六一書房","",TRUE
396,"PLD-27271",1586,19,"483 AD","427AD-542AD (0.956)","AMS","梅坂炭化米遺跡","Umesakatankamaiiseki",33.4039,130.5192,"","Saga","Kyushu",2015,"『日本の出土米　II』田中克典・佐藤洋一郎・上條信彦　弘前大学人文学部部　北日本考古学研究センター　編、六一書房","",TRUE
397,"PLD-27272",1917,20,"118 AD","62AD-207AD (0.955)","AMS","大場富士塚遺跡","Obafujitsukaiseki",35.5672,139.53763,"","Kanagawa","Kanto",2015,"『日本の出土米　II』田中克典・佐藤洋一郎・上條信彦　弘前大学人文学部部　北日本考古学研究センター　編、六一書房","",TRUE
398,"PLD-27273",1241,20,"774 AD","683AD-743AD (0.446)|761AD-765AD (0.011)|773AD-775AD (0.025)|786AD-837AD (0.386)|848AD-877AD (0.087)","AMS","手宮洞窟","Temiyadoukutsu",43.2121,141.002,"","Hokkaido","Hokkaido",2015,"『日本の出土米　II』田中克典・佐藤洋一郎・上條信彦　弘前大学人文学部部　北日本考古学研究センター　編、六一書房","Outside window of analysis",FALSE
399,"PLD-27274",2077,20,"86 BC","161BC-42BC (0.925)|9BC-1BC (0.03)","AMS","吉田遺跡","Yoshidaiseki",33.22,130.557,"","Fukuoka","Kyushu",2015,"『日本の出土米　II』田中克典・佐藤洋一郎・上條信彦　弘前大学人文学部部　北日本考古学研究センター　編、六一書房","",TRUE
400,"PLD-27275",2093,20,"103 BC","167BC-48BC (0.955)","AMS","岩崎遺跡群","Iwasakiisekigun",33.222,130.546,"","Fukuoka","Kyushu",2015,"『日本の出土米　II』田中克典・佐藤洋一郎・上條信彦　弘前大学人文学部部　北日本考古学研究センター　編、六一書房","",TRUE
401,"Beta-181423",2660,40,"823 BC","901BC-787BC (0.954)|782BC-781BC (0.004)","AMS","雀居福岡","Sasai Fukuoka",33.57935337,130.4512285,"Sample No.9","Fukuoka","Kyushu",2011,"『東北アジア古民族植物. 学と縄文農耕]』小畑弘己著　同成社","",TRUE
402,"Tka-13458",1595,40,"482 AD","410AD-564AD (0.955)","AMS","鷹取五反田遺跡","Matogotandatsuiseki",33.34621005,130.7285166,"Sample JF0002","Fukuoka","Kyushu",2011,"『東北アジア古民族植物. 学と縄文農耕]』小畑弘己著　同成社","",TRUE
403,"Tka-13459",1550,40,"511 AD","426AD-595AD (0.956)","AMS","鷹取五反田遺跡","Matogotandatsuiseki",33.34621005,130.7285166,"Sample JF0003","Fukuoka","Kyushu",2011,"『東北アジア古民族植物. 学と縄文農耕]』小畑弘己著　同成社","",TRUE
404,"GaK-17431",3020,80,"1257 BC","1437BC-1043BC (0.941)|1034BC-1017BC (0.013)","Beta Counting","小津浜遺跡","Ozuhamaiseki",35.07165,135.95125,"中央調査区・SD11下層,No.1","Shiga","Kansai",2002,"琵琶湖開発関連埋蔵文化財発掘調査報告書6 小津浜遺跡 第１分冊（本文）","Date is much earlier than all other archaeological evidence from the site (dated to Early Yayoi); No additional information on the sample (e.g. photograph), most likely contamination.",FALSE
405,"IAA-541",NA,NA,NA,NA,"Beta Counting","中尾新保谷内遺跡","Nakaoshimboyachiiseki",36.85016944,136.9477194,"B3地区 SK2480","Toyama","Chubu",2009,"富山県文化振興財団埋蔵文化財発掘調査報告第41集 中尾茅戸遺跡 中尾新保谷内遺跡 神明北遺跡 大野江淵遺跡発掘調査報告(第二分冊)","Modern sample",FALSE
406,"IAAA-110795",NA,NA,NA,NA,"AMS","別對遺跡","Bettsuiiseki",34.61211111,135.7650111,"方形遺構埋土中 14C-1","Nara","Kansai",2012,"奈良県遺跡調査概報 2011年度（第一分冊）","Modern sample",FALSE
407,"IAAA-83002",2327,30,"396 BC","476BC-435BC (0.052)|432BC-432BC (0.001)|422BC-358BC (0.844)|279BC-256BC (0.035)|247BC-233BC (0.023)","AMS","市之郷遺跡","Ichinogouiseki",34.82471111,134.7073806,"Ⅱ区SK05土坑埋土","Hyogo","Kansai",2010,"兵庫県文化財調査報告 第372冊 姫路市 市之郷遺跡Ⅱ ―（都）大日線緊急街路整備工事に伴う発掘調査報告書―","",TRUE
408,"IAAA-83003",2171,30,"235 BC","358BC-274BC (0.442)|264BC-243BC (0.035)|234BC-105BC (0.477)","AMS","市之郷遺跡","Ichinogouiseki",34.82471111,134.7073806,"Ⅱ区SK08土坑埋土","Hyogo","Kansai",2010,"兵庫県文化財調査報告 第372冊 姫路市 市之郷遺跡Ⅱ ―（都）大日線緊急街路整備工事に伴う発掘調査報告書―","",TRUE
409,"IAAA-91137",2562,30,"769 BC","804BC-748BC (0.623)|688BC-666BC (0.101)|643BC-566BC (0.232)","AMS","上里遺跡","Uwazatoiseki",34.95000278,135.6843833,"18次調査区 流路状遺構18-1215 B地点 fセクション5・6層（56）","Kyoto","Kansai",2010,"京都市埋蔵文化財研究所発掘調査報告書 2009-9 長岡京右京二条三坊一・八町跡、上里遺跡","",TRUE
410,"IAAA-91139",2460,32,"606 BC","757BC-680BC (0.286)|671BC-604BC (0.194)|598BC-453BC (0.412)|451BC-451BC (0.001)|447BC-416BC (0.063)","AMS","上里遺跡","Uwazatoiseki",34.95000278,135.6843833,"18次調査区 流路状遺構18-1215 B地点 fセクション8～11層（138）","Kyoto","Kansai",2010,"京都市埋蔵文化財研究所発掘調査報告書 2009-9 長岡京右京二条三坊一・八町跡、上里遺跡","",TRUE
411,"PLD-14738",2445,20,"539 BC","749BC-686BC (0.262)|665BC-638BC (0.106)|587BC-581BC (0.008)|569BC-413BC (0.58)","AMS","上里遺跡","Uwazatoiseki",34.95000278,135.6843833,"18次調査区 流路状遺構18-1215 B地点 fセクション5・6層（84）","Kyoto","Kansai",2010,"京都市埋蔵文化財研究所調査報告書第24冊 上里遺跡Ⅰ－縄文時代晩期集落遺跡の調査―","",TRUE
412,"PLD-14740",2410,20,"470 BC","717BC-710BC (0.021)|661BC-654BC (0.022)|542BC-405BC (0.913)","AMS","上里遺跡","Uwazatoiseki",34.95000278,135.6843833,"18次調査区 流路状遺構18-1215 B地点 fセクション8～11層（122）","Kyoto","Kansai",2010,"京都市埋蔵文化財研究所調査報告書第24冊 上里遺跡Ⅰ－縄文時代晩期集落遺跡の調査―","",TRUE
413,"PLD-2496",1806,28,"247 AD","133AD-138AD (0.006)|163AD-188AD (0.031)|201AD-260AD (0.512)|278AD-337AD (0.406)","AMS","久宝寺遺跡","Kyohojiiseki",34.62336019,135.5865231,"02-1調査区B1トレンチ 遺構05008 5-2b面","Osaka","Kansai",2007,"（財）大阪府文化財センター調査報告書 第156集 久宝寺遺跡・竜華地区発掘調査報告書Ⅶ―分析・考察・付表編― ―寝屋川流域下水道竜華水みらいセンター水処理施設等建設事業に伴う発掘調査他―","",TRUE
414,"PLD-28800",322,22,"1563 AD","1493AD-1602AD (0.755)|1608AD-1641AD (0.203)","AMS","薬師寺東塔","Yakushijihigashito",34.66935,135.7915306,"基壇下 南辺東寄り、炭化物集中部 試料番号：下2","Nara","Kansai",2016,"薬師寺東塔基壇 国宝薬師寺東塔保存修理事業にともなう発掘調査概報","",TRUE
415,"PLD-4592",2449,27,"562 BC","752BC-683BC (0.266)|667BC-633BC (0.115)|623BC-611BC (0.02)|592BC-413BC (0.553)","AMS","讃良郡条里遺跡","Saragunjoriiseki",34.75516528,135.6330833,"6-143土坑（最下部） 第8b面","Osaka","Kansai",2009,"（財）大阪府文化財センター調査報告書 第187集 讃良郡条里遺跡Ⅷ 一般国道1号バイパス（大阪北道路）・第二京阪道路建設に伴う埋蔵文化財発掘調査報告書","",TRUE
416,"TKA-23237",2552,37,"681 BC","804BC-734BC (0.431)|695BC-663BC (0.139)|649BC-546BC (0.385)","AMS","江辻遺跡","Etsujiiseki",33.627778,130.477778,"Charred rice gain embedded in sherd fabric (AAA pretreatment)","Fukuoka","Kyushu",2021,"Obata, Hiroki and Kunikita, Dai. 2021. \"Jomon People Sowed Rice a Re-Examination of the Period of Influx of Continental Grains into Japan, the ‘Etsuji Sx-1 Phase’ \" .Preprint available at SSRN: https://ssrn.com/abstract=3854690","Combine with sample 418 [sample is from the same potsherd]",TRUE
417,"TKA-23238",2590,44,"779 BC","829BC-742BC (0.68)|692BC-664BC (0.076)|646BC-548BC (0.201)","AMS","江辻遺跡","Etsujiiseki",33.627778,130.477778,"Charred rice gain embedded in sherd fabric","Fukuoka","Kyushu",2021,"Obata, Hiroki and Kunikita, Dai. 2021. \"Jomon People Sowed Rice a Re-Examination of the Period of Influx of Continental Grains into Japan, the ‘Etsuji Sx-1 Phase’ \" .Preprint available at SSRN: https://ssrn.com/abstract=3854690","Combine with sample 417 [sample is from the same potsherd]",TRUE
418,"Beta-226069",2270,40,"289 BC","400BC-347BC (0.381)|316BC-204BC (0.574)","AMS","下村遺跡","Shimomuraiseki",34.164444,131.203333,"SK80","Yamaguchi","Chugoku",2007,"山口県埋蔵文化財センター調査報告第60集 下村遺跡","",TRUE
419,"Beta-226071",2300,40,"367 BC","414BC-347BC (0.56)|315BC-205BC (0.395)","AMS","下村遺跡","Shimomuraiseki",34.164444,131.203333,"SU8","Yamaguchi","Chugoku",2007,"山口県埋蔵文化財センター調査報告第60集 下村遺跡","",TRUE
420,"Beta-152889",1970,40,"51 AD","48BC-131AD (0.923)|139AD-162AD (0.023)|189AD-201AD (0.012)","AMS","津島遺跡","Tsushimaiseki",34.676944,133.921667,"土壙67","Okayama","Chugoku",2003,"岡山県埋蔵文化財発掘調査報告173 津島遺跡","",TRUE
421,"PLD-41669",2214,21,"279 BC","373BC-338BC (0.16)|326BC-199BC (0.795)","AMS","神後田遺跡","Jigodeiseki",35.442777,133.052222,"SD48","Shimane","Chugoku",2021,"松江市文化財調査報告書 第197集 神後田遺跡発掘調査報告書","",TRUE
422,"OR-106",1330,40,"699 AD","646AD-773AD (0.956)","Beta Counting","後谷Ⅴ遺跡","Ushirodanigoiseki",35.3625,132.808611,"不明（奈良～平安時代）","Shimane","Chugoku",1996,"斐川町文化財調査報告15 後谷Ⅴ遺跡","",TRUE
423,"Beta-548173",2460,23,"624 BC","754BC-681BC (0.33)|669BC-607BC (0.189)|595BC-458BC (0.396)|441BC-418BC (0.04)","AMS","福富松ノ前遺跡","Fukutomimatsunomae",35.4535,133.1161,"畔","Shimane","Chugoku",2020,"松江市文化財調査報告書 第194集 福富松ノ前遺跡","Site coordinate adjusted from the report",TRUE
424,"Beta-549729",2559,22,"776 BC","801BC-751BC (0.754)|683BC-668BC (0.075)|633BC-620BC (0.027)|615BC-590BC (0.09)|578BC-572BC (0.009)","AMS","福富松ノ前遺跡","Fukutomimatsunomae",35.4535,133.1161,"畔","Shimane","Chugoku",2020,"松江市文化財調査報告書 第194集 福富松ノ前遺跡","Site coordinate adjusted from the report",TRUE
425,"Beta-548181",2471,20,"644 BC","760BC-678BC (0.371)|673BC-510BC (0.553)|507BC-480BC (0.033)","AMS","福富松ノ前遺跡","Fukutomimatsunomae",35.4535,133.1161,"畔","Shimane","Chugoku",2020,"松江市文化財調査報告書 第194集 福富松ノ前遺跡","Site coordinate adjusted from the report",TRUE
426,"Tka15232",1910,25,"132 AD","35AD-35AD (0.002)|37AD-37AD (0.001)|62AD-212AD (0.952)","AMS","青谷上寺地遺跡","Aoyakamijichiiseki",35.51398889,134.0126194,"SK462","Tottori","Chugoku",2011,"鳥取県埋蔵文化財センター調査報告40 青谷上寺地遺跡景観復元調査研究報告書","",TRUE
427,"Tka15233",1884,25,"164 AD","83AD-96AD (0.045)|114AD-230AD (0.913)","AMS","青谷上寺地遺跡","Aoyakamijichiiseki",35.51398889,134.0126194,"P994","Tottori","Chugoku",2011,"鳥取県埋蔵文化財センター調査報告40 青谷上寺地遺跡景観復元調査研究報告書","",TRUE
428,"IAAA-31452",1780,30,"294 AD","213AD-266AD (0.313)|271AD-351AD (0.635)|356AD-361AD (0.008)","AMS","青谷上寺地遺跡","Aoyakamijichiiseki",35.51398889,134.0126194,"SK467","Tottori","Chugoku",2004,"鳥取県埋蔵文化財センター調査報告7 青谷上寺地遺跡7","",TRUE
429,"KSU-2135",370,20,"1507 AD","1456AD-1523AD (0.579)|1562AD-1562AD (0.002)|1573AD-1629AD (0.375)","Beta Counting","東桂見遺跡","Higashikatsuramiiseki",35.495,134.181111,NA,"Tottori","Chugoku",1992,"鳥取県教育文化財団調査報告書29 鳥取市東桂見遺跡 鳥取市布勢鶴指奥墳墓群","",TRUE
430,"Beta-201589",870,40,"1181 AD","1045AD-1085AD (0.155)|1094AD-1104AD (0.02)|1120AD-1264AD (0.784)","AMS","中島遺跡","Nakasima",34.685833,133.944166,"土壙","Okayama","Chugoku",2009,"中島遺跡 宮南遺跡 国長遺跡 天神河原遺跡 都市計画道路竹田升田線街路改築に伴う発掘調査","Unclear whether it is rice",FALSE
431,"KSU-2430",1060,20,"1001 AD","899AD-918AD (0.094)|959AD-966AD (0.019)|975AD-1025AD (0.844)","Beta Counting","西桂見遺跡","Nishikatsurami",35.501666,134.170833,"SK08埋土","Tottori","Chugoku",1996,"主要地方道鳥取鹿野倉吉線道路整備事業に伴う埋蔵文化財発掘調査報告書","",TRUE
432,"Gak-1852",1750,90,"308 AD","86AD-93AD (0.005)|119AD-483AD (0.906)|488AD-537AD (0.044)","AMS","百塚第5遺跡","Hyakatsukadai5",35.431111,133.418611,"百塚第5, SI08","Tottori","Chugoku",1995,"一般国道9号米子道路工事に伴う埋蔵文化財発掘調査報告書VII","",TRUE
433,"Missing19",1490,100,"561 AD","266AD-271AD (0.003)|363AD-704AD (0.928)|739AD-772AD (0.025)","Beta Counting","柳遺跡","Yanagi",35.426119,133.20818,"柳遺跡SK02内","Shimane","Chugoku",1998,"一般国道9号（安来道路）建設予定地内埋蔵文化財発掘調査報告書　西地区IX","Labcode was missing in the original reference",TRUE
434,"TO-2202",2540,240,"653 BC","1259BC-1242BC (0.004)|1234BC-52BC (0.951)",NA,"風張(1)遺跡","Kazahari(1)Iseki",40.46616111,141.4994806,"Pithouse 32","Aomori","Tohoku",1995,"D'Andrea, A. C. 1995. \"Later Jomon Subsistence in Northeastern Japan: New Evidence from Palaeoethnobotanical Studies.\" Asian Perspectives 34 (2): 195-227.","Redating suggests contamination; cf Nakayama 2010",FALSE
435,"TO-4086",2810,270,"1004 BC","1667BC-1656BC (0.002)|1634BC-361BC (0.951)|272BC-266BC (0.001)|241BC-236BC (0.001)",NA,"風張(1)遺跡","Kazahari(1)Iseki",40.46616111,141.4994806,"Pithouse 32","Aomori","Tohoku",1995,"D'Andrea, A. C. 1995. \"Later Jomon Subsistence in Northeastern Japan: New Evidence from Palaeoethnobotanical Studies.\" Asian Perspectives 34 (2): 195-227.","Redating suggests contamination; cf Nakayama 2010",FALSE
436,"IAAA-101083",610,23,"1346 AD","1302AD-1369AD (0.741)|1379AD-1400AD (0.213)","AMS","大山僧坊跡","Daisensoubouato",35.391944,133.537777,"遺構：SK-3（平坦地南西部）","Tottori","Chugoku",2011,"大山僧坊跡調査報告書","",TRUE
437,"IAAA-101084",550,24,"1401 AD","1324AD-1355AD (0.326)|1392AD-1426AD (0.629)","AMS","大山僧坊跡","Daisensoubouato",35.391944,133.537777,"遺構：C-4区（平坦地南西部）","Tottori","Chugoku",2011,"大山僧坊跡調査報告書","",TRUE
438,"IAAA-133716",260,20,"1648 AD","1527AD-1553AD (0.13)|1633AD-1666AD (0.726)|1783AD-1795AD (0.103)","AMS","大山僧坊跡","Daisensoubouato",35.391944,133.537777,"E-33区","Tottori","Chugoku",2015,"鳥取県西伯郡大山町町内遺跡発掘調査報告書VII（平成25年度実施分）","",TRUE
439,"PLD-26857-1",2486,19,"637 BC","768BC-716BC (0.197)|710BC-661BC (0.2)|655BC-541BC (0.559)","AMS","金沢坂津口遺跡","Kanazawasakaduguchiiseki",35.494444,134.1275,"","Tottori","Chugoku",2017,"鳥取県鳥取市金沢坂津口遺跡","",TRUE
