ID,Paddy,Rice,UseForAnalyses,Justification,LabCode,C14Age,C14Error,Method,Delta13C,Delta13C_IRMS,MaterialClass,MaterialDetails,MaterialDetails_En,Context,SiteName,SiteName_En,SiteAddress,Latitude,Longitude,Prefecture,Region,Source,PublicationYear,Reference,Note,Problem
213,TRUE,FALSE,,,IAAA-81941,2486,30,AMS,-25.45,NA,Other Charred Remains,炭化物,carbonized material,試料名:№3　八反2区水田様落ち込み　①層,原の辻遺跡,Harunotsujiiseki,壱岐市芦辺町深江鶴亀触,33.76976111,129.7571611,Nagasaki,Kyushu,Rekihaku 14C Database,2009,原の辻遺跡調査事務所調査報告書　第40集　原の辻遺跡,,
214,FALSE,TRUE,TRUE,,IAAA-82019,1109,31,AMS,-25.07,NA,Charred Seed,炭化種実(イネ胚乳),carbonized seed/nuts rice (Oryza sativa),SK100,太田遺跡,Otaiseki,加茂市大字下条字太田,37.63723889,139.0557389,Niigata,Chubu,Rekihaku 14C Database,2011,加茂市文化財調査報告(21)　荒又遺跡･太田遺跡,,
215,FALSE,TRUE,TRUE,,IAAA-82020,1165,31,AMS,-26.58,NA,Charred Seed,炭化種実(イネ胚乳),carbonized seed/nuts rice (Oryza sativa),SK100,太田遺跡,Otaiseki,加茂市大字下条字太田,37.63723889,139.0557389,Niigata,Chubu,Rekihaku 14C Database,2011,加茂市文化財調査報告(21)　荒又遺跡･太田遺跡,,
216,FALSE,TRUE,TRUE,,IAAA-82021,1251,27,AMS,-30.33,NA,Charred Seed,炭化種実(イネ胚乳),carbonized seed/nuts rice (Oryza sativa),SK63,太田遺跡,Otaiseki,加茂市大字下条字太田,37.63723889,139.0557389,Niigata,Chubu,Rekihaku 14C Database,2011,加茂市文化財調査報告(21)　荒又遺跡･太田遺跡,,
217,FALSE,TRUE,TRUE,,IAAA-82581,317,30,AMS,-24.24,NA,Charred Seed,炭化種実(イネ胚乳),carbonized seed/nuts rice (Oryza sativa),S-54　下層黒色,坂田仲沢遺跡,Sakatanakazawaiseki,柏崎市西山町坂田字仲沢,37.44488889,138.6739194,Niigata,Chubu,Rekihaku 14C Database,2010,柏崎市埋蔵文化財調査報告書第58集　坂田遺跡群Ⅲ,,
218,FALSE,TRUE,TRUE,,IAAA-82633,316,20,AMS,-27.72,NA,Charred Seed,炭化種実(イネ),carbonized seed/nuts rice (Oryza sativa),第1号性格不明遺構　9層,西高校遺跡,Nishikokoiseki,青森市大字新城字平岡,40.82471111,140.6787389,Aomori,Tohoku,Rekihaku 14C Database,2009,青森県埋蔵文化財調査報告書第477集　西高校遺跡,,
219,FALSE,TRUE,TRUE,,IAAA-82880,1870,30,AMS,-24.24,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),B2地区　SI01　土器内,下佐野遺跡,Shimosanoiseki,高岡市佐野,36.72391111,136.9924611,Toyama,Chubu,Rekihaku 14C Database,2011,下佐野遺跡発掘調査報告書,,
220,FALSE,TRUE,TRUE,,IAAA-82881,1906,30,AMS,-28.61,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),B2地区　SI02,下佐野遺跡,Shimosanoiseki,高岡市佐野,36.72391111,136.9924611,Toyama,Chubu,Rekihaku 14C Database,2011,下佐野遺跡発掘調査報告書,,
221,FALSE,TRUE,TRUE,,IAAA-82883,1930,33,AMS,-23.99,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),B2地区　SK05　覆土,下佐野遺跡,Shimosanoiseki,高岡市佐野,36.72391111,136.9924611,Toyama,Chubu,Rekihaku 14C Database,2011,下佐野遺跡発掘調査報告書,,
222,FALSE,TRUE,TRUE,,IAAA-82884,1878,31,AMS,-25.87,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),B2地区　SK06　覆土,下佐野遺跡,Shimosanoiseki,高岡市佐野,36.72391111,136.9924611,Toyama,Chubu,Rekihaku 14C Database,2011,下佐野遺跡発掘調査報告書,,
223,FALSE,TRUE,TRUE,,IAAA-83082,2494,29,AMS,-25.64,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),SK138　埋土,力石条里遺跡群,Chikaraishijoriisekigun,千曲市上山田字薬師堂,36.46926111,138.1443806,Nagano,Chubu,Rekihaku 14C Database,2011,長野県埋蔵文化財センター発掘調査報告書96　主要地方道長野上田線力石バイパス建設事業埋蔵文化財発掘調査報告書1　千曲市内　力石条里遺跡群,,
224,FALSE,TRUE,TRUE,,IAAA-83083,2147,28,AMS,-25.18,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),SK176　最下層,力石条里遺跡群,Chikaraishijoriisekigun,千曲市上山田字薬師堂,36.46926111,138.1443806,Nagano,Chubu,Rekihaku 14C Database,2011,長野県埋蔵文化財センター発掘調査報告書96　主要地方道長野上田線力石バイパス建設事業埋蔵文化財発掘調査報告書1　千曲市内　力石条里遺跡群,,
225,FALSE,TRUE,TRUE,,IAAA-83084,2385,27,AMS,-28.04,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),SK210　埋土,力石条里遺跡群,Chikaraishijoriisekigun,千曲市上山田字薬師堂,36.46926111,138.1443806,Nagano,Chubu,Rekihaku 14C Database,2011,長野県埋蔵文化財センター発掘調査報告書96　主要地方道長野上田線力石バイパス建設事業埋蔵文化財発掘調査報告書1　千曲市内　力石条里遺跡群,,
226,FALSE,TRUE,TRUE,,IAAA-83085,2359,28,AMS,-22.28,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),SK1292　埋土,力石条里遺跡群,Chikaraishijoriisekigun,千曲市上山田字薬師堂,36.46926111,138.1443806,Nagano,Chubu,Rekihaku 14C Database,2011,長野県埋蔵文化財センター発掘調査報告書96　主要地方道長野上田線力石バイパス建設事業埋蔵文化財発掘調査報告書1　千曲市内　力石条里遺跡群,,
227,FALSE,TRUE,TRUE,,IAAA-83086,2354,29,AMS,-22.87,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),SK1293　埋土,力石条里遺跡群,Chikaraishijoriisekigun,千曲市上山田字薬師堂,36.46926111,138.1443806,Nagano,Chubu,Rekihaku 14C Database,2011,長野県埋蔵文化財センター発掘調査報告書96　主要地方道長野上田線力石バイパス建設事業埋蔵文化財発掘調査報告書1　千曲市内　力石条里遺跡群,,
228,FALSE,TRUE,TRUE,,IAAA-83089,2356,26,AMS,-25.69,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),SK1303　3層,力石条里遺跡群,Chikaraishijoriisekigun,千曲市上山田字薬師堂,36.46926111,138.1443806,Nagano,Chubu,Rekihaku 14C Database,2011,長野県埋蔵文化財センター発掘調査報告書96　主要地方道長野上田線力石バイパス建設事業埋蔵文化財発掘調査報告書1　千曲市内　力石条里遺跡群,,
229,FALSE,TRUE,TRUE,,IAAA-83090,2480,27,AMS,-25.93,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),SK1387　埋土,力石条里遺跡群,Chikaraishijoriisekigun,千曲市上山田字薬師堂,36.46926111,138.1443806,Nagano,Chubu,Rekihaku 14C Database,2011,長野県埋蔵文化財センター発掘調査報告書96　主要地方道長野上田線力石バイパス建設事業埋蔵文化財発掘調査報告書1　千曲市内　力石条里遺跡群,,
230,FALSE,TRUE,TRUE,,IAAA-83091,2481,30,AMS,-24.71,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),SK1393　埋土,力石条里遺跡群,Chikaraishijoriisekigun,千曲市上山田字薬師堂,36.46926111,138.1443806,Nagano,Chubu,Rekihaku 14C Database,2011,長野県埋蔵文化財センター発掘調査報告書96　主要地方道長野上田線力石バイパス建設事業埋蔵文化財発掘調査報告書1　千曲市内　力石条里遺跡群,,
231,FALSE,TRUE,FALSE,See Leipe et al 2020 / No Image of the dated remain,IAAA-83092,2889,29,AMS,-24.22,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),SK1405　3層,力石条里遺跡群,Chikaraishijoriisekigun,千曲市上山田字薬師堂,36.46926111,138.1443806,Nagano,Chubu,Rekihaku 14C Database,2011,長野県埋蔵文化財センター発掘調査報告書96　主要地方道長野上田線力石バイパス建設事業埋蔵文化財発掘調査報告書1　千曲市内　力石条里遺跡群,,
232,FALSE,TRUE,TRUE,,IAAA-83141,1217,32,AMS,-24.88,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),西側正倉城　7号礎石建物跡西側,天良七堂遺跡,Tenrashichidoiseki,太田市新田小金井町,36.31816111,139.3263111,Gunma,Kanto,Rekihaku 14C Database,2010,天良七堂遺跡２,,
233,FALSE,TRUE,TRUE,,IAAA-83142,1226,32,AMS,-27.73,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),西側正倉状　8号礎石建物跡雨落ち溝,天良七堂遺跡,Tenrashichidoiseki,太田市新田小金井町,36.31816111,139.3263111,Gunma,Kanto,Rekihaku 14C Database,2010,天良七堂遺跡２,,
234,FALSE,TRUE,TRUE,,IAAA-83143,1118,34,AMS,-30.52,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),1号礎石建物跡東側,上野国新田郡庁跡,Kozukenokuninittagunchoato,太田市天良町,36.33218056,139.3344611,Gunma,Kanto,Rekihaku 14C Database,2010,天良七堂遺跡２,,
235,FALSE,TRUE,TRUE,,IAAA-83266,2098,36,AMS,-22,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),試料名:1　,早水町遺跡,Hayamizumachiiseki,八女市津江,33.21188889,130.57855,Fukuoka,Kyushu,Rekihaku 14C Database,2013,経営体育成基盤整備事業(八女東部第2地区)圃場整備事業地内　埋蔵文化財発掘調査報告書　八女市文化財調査報告書　第96集　,,
236,FALSE,TRUE,TRUE,,IAAA-83267,2086,36,AMS,-22.92,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),試料名:2　,早水町遺跡,Hayamizumachiiseki,八女市津江,33.21188889,130.57855,Fukuoka,Kyushu,Rekihaku 14C Database,2013,経営体育成基盤整備事業(八女東部第2地区)圃場整備事業地内　埋蔵文化財発掘調査報告書　八女市文化財調査報告書　第96集　,,
237,FALSE,TRUE,TRUE,,IAAA-90390,371,28,AMS,-28.23,NA,Wood,植物遺体(イネ),plant plant remains rice (Oryza sativa),SD003,米田大覚遺跡,Yonedadaikakuiseki,富山市米田町1丁目,36.73846111,137.2412889,Toyama,Chubu,Rekihaku 14C Database,2009,富山市埋蔵文化財調査報告38　米田大覚遺跡発掘調査報告書,,
238,FALSE,TRUE,TRUE,,IAAA-92250,473,16,AMS,-26.63,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),A区　第84号土坑　覆土,乳井茶臼館,Nyoichausudate,弘前市大字乳井字岩ノ上,40.54726111,140.5616306,Aomori,Tohoku,Rekihaku 14C Database,2011,青森県埋蔵文化財調査報告書第507集　乳井茶臼館,,
239,FALSE,TRUE,TRUE,,IAAA-92741,324,26,AMS,-25.65,NA,Charred Seed,イネ炭化胚乳,carbonized rice (Oryza sativa),整地面(生活面)直上　炭化物層　1号焼土遺構,堀越城跡,Horikoshijoato,弘前市大字堀越字柏田,40.57088056,140.5199611,Aomori,Tohoku,Rekihaku 14C Database,2010,史跡津軽氏城跡　堀越城跡発掘調査報告書11,,
240,FALSE,TRUE,TRUE,,IAAA-93077,1890,30,AMS,-25.18,NA,Charred Seed,炭化イネ胚乳,carbonized rice (Oryza sativa),SX83　CW6層,釜蓋遺跡,Kamabutaiseki,上越市大和5丁目,37.07649907,138.2455463,Niigata,Chubu,Rekihaku 14C Database,2013,史跡斐太遺跡群　釜蓋遺跡確認調査概要報告書1,,
241,FALSE,TRUE,TRUE,,IAAA-93254,329,24,AMS,-26.39,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),竪穴遺構ST8　遺構基底直上炭化物集中部,松本遺跡,Matsumotoiseki,弘前市大字横町字豊田,40.62243056,140.42735,Aomori,Tohoku,Rekihaku 14C Database,2011,松本遺跡発掘調査報告書,,
242,FALSE,TRUE,TRUE,,JAT-9673,377,39,AMS,NA,-26.08,Seed,イネの果実類,fruit /achenes etc rice (Oryza sativa),Ⅳb層,江門遺跡,Emoniseki,土岐市肥田町肥田字田中,35.34593056,137.2185389,Gifu,Chubu,Rekihaku 14C Database,2014,平成24年度土岐市市内遺跡発掘調査報告書,,
243,FALSE,TRUE,TRUE,,JAT-9674,245,41,AMS,NA,-28.68,Seed,イネの果実類,fruit /achenes etc rice (Oryza sativa),Ⅳb層,江門遺跡,Emoniseki,土岐市肥田町肥田字田中,35.34593056,137.2185389,Gifu,Chubu,Rekihaku 14C Database,2014,平成24年度土岐市市内遺跡発掘調査報告書,,
244,FALSE,TRUE,TRUE,,JAT-9675,666,37,AMS,NA,-27.24,Seed,イネの果実類,fruit /achenes etc rice (Oryza sativa),Ⅴb層,江門遺跡,Emoniseki,土岐市肥田町肥田字田中,35.34593056,137.2185389,Gifu,Chubu,Rekihaku 14C Database,2014,平成24年度土岐市市内遺跡発掘調査報告書,,
245,FALSE,TRUE,TRUE,,JAT-9676,639,41,AMS,NA,-26.9,Seed,イネの果実類,fruit /achenes etc rice (Oryza sativa),Ⅴb層,江門遺跡,Emoniseki,土岐市肥田町肥田字田中,35.34593056,137.2185389,Gifu,Chubu,Rekihaku 14C Database,2014,平成24年度土岐市市内遺跡発掘調査報告書,,
246,FALSE,TRUE,TRUE,,KSU-2220,1000,15,Beta Counting,NA,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),南側八角形建築址の掘形埋土を切る柱穴より出土,鞠智城跡,Kikuchijoato,鹿本郡菊花町,33.02808056,130.7596694,Kumamoto,Kyushu,Rekihaku 14C Database,1992,熊本県文化財調査報告　第124集　鞠智城跡　-第13次調査報告-,Updated coordinate and changed site name,
247,FALSE,TRUE,TRUE,,KSU-2221,1450,15,Beta Counting,NA,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),17調査区の北東隅から検出された炭化米層の一部,鞠智城跡,Kikuchijoato,鹿本郡菊花町,33.02808056,130.7596694,Kumamoto,Kyushu,Rekihaku 14C Database,1992,熊本県文化財調査報告　第124集　鞠智城跡　-第13次調査報告-,Updated coordinate and changed site name,
248,FALSE,TRUE,TRUE,,KSU-511,2210,30,Beta Counting,NA,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),第Ⅲ次調査近江工業内第5トレンチ2号溝底部出土,方保田東原遺跡,Katodahigashibaruiseki,山鹿市方保田字東原,33.00266944,130.7184389,Kumamoto,Kyushu,Rekihaku 14C Database,1982,山鹿市立博物館調査報告書　第2集　方保田東原遺跡　,,
249,FALSE,TRUE,TRUE,,KURI-0053,2370,50,Beta Counting,NA,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),NA,宇木汲田貝塚,Ukikundenkaizuka,唐津市宇木汲田,33.411,130.0087,Saga,Kyushu,Rekihaku 14C Database,1982,唐津市文化財調査報告　第5集　菜畑遺跡,Updated site coordinate,
250,FALSE,TRUE,TRUE,,KURI-0054,2240,50,Beta Counting,NA,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),NA,宇木汲田貝塚,Ukikundenkaizuka,唐津市宇木汲田,33.411,130.0087,Saga,Kyushu,Rekihaku 14C Database,1982,唐津市文化財調査報告　第5集　菜畑遺跡,Updated site coordinate,
251,FALSE,TRUE,TRUE,,MTC-03614,2445,30,AMS,-28.1,NA,Charred Seed,"種実,コメ,焼米",seed/nuts rice (Oryza sativa) rice (Oryza sativa),"20次,SK215土坑,2層,707",唐古=鍵遺跡,Karako・Kagiiseki,磯城郡田原本町大字唐子および鍵,34.573,135.7973194,Nara,Kansai,Rekihaku 14C Database,2009,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,,
252,FALSE,TRUE,TRUE,,MTC-04907,2315,35,AMS,-33.7,NA,Charred Seed,"種実,コメ,",seed/nuts rice (Oryza sativa),東区5号墓内,堀部第1遺跡,Horibedai1iseki,八束郡鹿島町大字南講武字堀部752-1他,35.51956944,133.0290389,Shimane,Chugoku,Rekihaku 14C Database,2009,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,,
253,TRUE,FALSE,,,MTC-05946,2595,35,AMS,-25.4,NA,Organic Residue from Pottery,"土器付着物,煤,口縁外・胴外",from pottery soot rim outside edge residue outside,水田,牟礼遺跡,Mureiseki,茨木市,34.8164,135.56885,Osaka,Kansai,Rekihaku 14C Database,2009,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,,
254,TRUE,FALSE,,,MTC-05947,2495,35,AMS,-26.4,NA,Organic Residue from Pottery,"土器付着物,焦,底部内面",from pottery interior residue bottom,水田,牟礼遺跡,Mureiseki,茨木市,34.8164,135.56885,Osaka,Kansai,Rekihaku 14C Database,2009,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,,
255,TRUE,FALSE,,,MTC-05948,2555,35,AMS,-25,NA,Organic Residue from Pottery,"土器付着物,煤,胴外",from pottery soot residue outside,水田,牟礼遺跡,Mureiseki,茨木市,34.8164,135.56885,Osaka,Kansai,Rekihaku 14C Database,2009,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,,
256,FALSE,TRUE,TRUE,,MTC-06969,1915,30,AMS,-26.1,NA,Charred Seed,"種実,コメ,",seed/nuts rice (Oryza sativa),"11次,3B住居跡,4区,覆土下",赤坂遺跡,Akasakaiseki,三浦市三戸他,35.14241111,139.6207694,Kanagawa,Kanto,Rekihaku 14C Database,2009,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,,
257,FALSE,TRUE,TRUE,,MTC-06970,1870,30,AMS,-26.6,NA,Charred Seed,"種実,コメ,",seed/nuts rice (Oryza sativa),"11次,3B住居跡,4区,覆土下",赤坂遺跡,Akasakaiseki,三浦市三戸他,35.14241111,139.6207694,Kanagawa,Kanto,Rekihaku 14C Database,2009,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,,
258,FALSE,TRUE,TRUE,,MTC-06971,1875,30,AMS,-26.9,NA,Charred Seed,"種実,コメ,",seed/nuts rice (Oryza sativa),"11次,3B住居跡,4区,覆土下",赤坂遺跡,Akasakaiseki,三浦市三戸他,35.14241111,139.6207694,Kanagawa,Kanto,Rekihaku 14C Database,2009,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,,
259,FALSE,TRUE,TRUE,,MTC-06972,2050,35,AMS,-27,NA,Charred Seed,"種実,コメ,焼米",seed/nuts rice (Oryza sativa) rice (Oryza sativa),"22次,SK102土坑,2層,№355",唐古=鍵遺跡,Karako・Kagiiseki,磯城郡田原本町大字唐子および鍵,34.573,135.7973194,Nara,Kansai,Rekihaku 14C Database,2009,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,,
260,FALSE,TRUE,TRUE,,MTC-06973,2070,35,AMS,-28.1,NA,Charred Seed,"種実,コメ,焼米",seed/nuts rice (Oryza sativa) rice (Oryza sativa),"22次,SK102土坑,2層,№355",唐古=鍵遺跡,Karako・Kagiiseki,磯城郡田原本町大字唐子および鍵,34.573,135.7973194,Nara,Kansai,Rekihaku 14C Database,2009,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,,
261,FALSE,TRUE,TRUE,,MTC-06974,2065,30,AMS,-27.2,NA,Charred Seed,"種実,コメ,焼米",seed/nuts rice (Oryza sativa) rice (Oryza sativa),"22次,SK102土坑,2層,№355",唐古=鍵遺跡,Karako・Kagiiseki,磯城郡田原本町大字唐子および鍵,34.573,135.7973194,Nara,Kansai,Rekihaku 14C Database,2009,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,,
262,FALSE,TRUE,TRUE,,MTC-06975,2070,30,AMS,-26.2,NA,Charred Seed,"種実,コメ,焼米",seed/nuts rice (Oryza sativa) rice (Oryza sativa),"22次,SK102土坑,2層,№355",唐古=鍵遺跡,Karako・Kagiiseki,磯城郡田原本町大字唐子および鍵,34.573,135.7973194,Nara,Kansai,Rekihaku 14C Database,2009,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,,
